State,Commodity,Year,Min_Price ,Max_Price,Avg_Price,Min_Price
Kerala,Tapioca,2014,29.86,42.72,42.64,
Kerala,Jackfruit Seed,2014,17.46,44.82,39.21,
Kerala,Yam,2014,24.79,40.61,33.7,
Kerala,Colocasia,2014,17.38,42.98,26.64,
Kerala,Elephant Foot Yam,2014,10.06,21.32,19.55,
Kerala,Tomato,2015,36.44,39.4,37.4,
Kerala,Onion,2015,30.3,46.07,31.83,
Kerala,Potato,2015,18.27,21.41,18.73,
Kerala,Carrot,2015,34.79,59.97,49.07,
Kerala,Cabbage,2015,17.18,44.54,22.84,
Kerala,Cauliflower,2015,10.81,36.89,27.57,
Kerala,Spinach,2015,33.14,52.2,42.9,
Kerala,Broccoli,2015,34.45,47.01,39.38,
Kerala,Pumpkin,2015,35.19,40.8,40.76,
Kerala,Capsicum,2015,28.2,45.99,30.97,
Kerala,Radish,2015,36.06,50.66,50.45,
Kerala,Beetroot,2015,36.26,64.79,54.4,
Kerala,Brinjal,2015,26.59,29.08,28.77,
Kerala,Ladyfinger,2015,28.5,50.63,34.3,
Kerala,Green Peas,2015,19.41,33.32,28.46,
Kerala,Cucumber,2015,37.86,43.41,38.32,
Kerala,Garlic,2015,18.16,48.11,36.47,
Kerala,Ginger,2015,37.15,40.03,39.91,
Kerala,Mushroom,2015,21.54,31.81,29.06,
Kerala,Chili,2015,39.78,53.95,50.49,
Kerala,Bitter Gourd,2015,14.73,21.81,19.56,
Kerala,Bottle Gourd,2015,30.22,58.3,48.23,
Kerala,Ash Gourd,2015,13.79,41.52,32.57,
Kerala,Drumstick,2015,29.17,49.98,46.94,
Kerala,Fenugreek Leaves,2015,30.65,47.92,32.91,
Kerala,Coriander,2015,32.8,40.18,35.49,
Kerala,Mint,2015,16.36,25.74,16.82,
Kerala,Spring Onion,2015,39.21,45.71,43.17,
Kerala,Turnip,2015,18.74,37.64,24.88,
Kerala,Sweet Corn,2015,31.79,57.73,34.82,
Kerala,Zucchini,2015,14.16,36.74,21.28,
Kerala,Celery,2015,18.6,30.92,18.93,
Kerala,Leeks,2015,19.45,40.44,36.37,
Kerala,Parsley,2015,19.11,45.34,31.92,
Kerala,Curry Leaves,2015,38.03,54.52,50.62,
Kerala,Red Cabbage,2015,37.55,66.46,46.08,
Kerala,Lettuce,2015,23.9,37.04,34.77,
Kerala,Kohlrabi,2015,11.54,16.17,15.24,
Kerala,Snake Gourd,2015,39.55,61.82,45.9,
Kerala,Ivy Gourd,2015,33.37,43.78,36.79,
Kerala,Cluster Beans,2015,14.01,42.57,30.5,
Kerala,French Beans,2015,23.36,25.23,24.98,
Kerala,Broad Beans,2015,31.11,34.93,33.28,
Kerala,Soybean,2015,19.49,27.06,26.86,
Kerala,Mustard Leaves,2015,22.86,27.26,25.37,
Kerala,Tapioca,2015,38.3,41.03,40.74,
Kerala,Jackfruit Seed,2015,38.65,60.3,59.6,
Kerala,Yam,2015,38.35,56.57,42.78,
Kerala,Colocasia,2015,13.07,13.72,13.64,
Kerala,Elephant Foot Yam,2015,37.98,62.07,57.14,
Kerala,Tomato,2016,21.19,21.65,21.43,
Kerala,Onion,2016,24.28,46.97,41.18,
Kerala,Potato,2016,35.91,63.55,50.42,
Kerala,Carrot,2016,23.42,32.18,29.71,
Kerala,Cabbage,2016,17.82,18.32,18.31,
Kerala,Cauliflower,2016,27.28,35.2,31.43,
Kerala,Spinach,2016,22.22,43.37,22.6,
Kerala,Broccoli,2016,36.94,61.8,59.8,
Kerala,Pumpkin,2016,26.11,50.39,44.55,
Kerala,Capsicum,2016,24.23,37.58,34.8,
Kerala,Radish,2016,10.81,12.73,12.64,
Kerala,Beetroot,2016,21.99,22.22,22.05,
Kerala,Brinjal,2016,21.56,25.09,21.96,
Kerala,Ladyfinger,2016,23.07,45.84,34.45,
Kerala,Green Peas,2016,35.84,56.53,44.05,
Kerala,Cucumber,2016,39.12,45.58,44.69,
Kerala,Garlic,2016,12.52,34.21,24.68,
Kerala,Ginger,2016,30.0,32.86,32.65,
Kerala,Mushroom,2016,20.3,33.88,28.74,
Kerala,Chili,2016,35.48,46.05,36.43,
Kerala,Bitter Gourd,2016,36.91,40.63,37.32,
Kerala,Bottle Gourd,2016,24.64,53.88,29.8,
Kerala,Ash Gourd,2016,24.57,53.32,37.44,
Kerala,Drumstick,2016,25.66,49.58,37.07,
Kerala,Fenugreek Leaves,2016,25.45,49.26,34.03,
Kerala,Coriander,2016,21.54,44.58,43.94,
Kerala,Mint,2016,30.83,45.1,38.28,
Kerala,Spring Onion,2016,10.14,29.38,20.12,
Kerala,Turnip,2016,19.13,23.02,21.38,
Kerala,Sweet Corn,2016,13.57,15.95,14.65,
Kerala,Zucchini,2016,39.68,52.14,44.72,
Kerala,Celery,2016,33.86,40.61,39.2,
Kerala,Leeks,2016,20.8,23.48,22.74,
Kerala,Parsley,2016,19.68,47.07,32.71,
Kerala,Curry Leaves,2016,23.89,46.54,25.25,
Kerala,Red Cabbage,2016,30.44,51.01,37.33,
Kerala,Lettuce,2016,31.04,49.5,36.44,
Kerala,Kohlrabi,2016,20.58,40.85,26.41,
Kerala,Snake Gourd,2016,37.31,55.13,44.45,
Kerala,Ivy Gourd,2016,34.93,54.33,44.1,
Kerala,Cluster Beans,2016,24.81,41.06,25.97,
Kerala,French Beans,2016,13.81,39.05,29.37,
Kerala,Broad Beans,2016,17.82,31.58,29.27,
Kerala,Soybean,2016,34.65,43.19,41.58,
Kerala,Mustard Leaves,2016,36.93,50.72,49.91,
Kerala,Tapioca,2016,24.1,48.2,46.71,
Kerala,Jackfruit Seed,2016,24.95,31.45,25.81,
Kerala,Yam,2016,31.55,60.79,56.08,
Kerala,Colocasia,2016,10.34,18.33,12.84,
Kerala,Elephant Foot Yam,2016,30.61,55.0,53.7,
Kerala,Tomato,2017,39.78,59.03,43.34,
Kerala,Onion,2017,32.07,57.05,48.82,
Kerala,Potato,2017,35.42,47.48,43.05,
Kerala,Carrot,2017,30.06,38.66,35.87,
Kerala,Cabbage,2017,30.8,51.45,41.03,
Kerala,Cauliflower,2017,35.14,44.54,35.35,
Kerala,Spinach,2017,33.38,42.9,40.74,
Kerala,Broccoli,2017,18.09,44.85,41.21,
Kerala,Pumpkin,2017,36.83,43.12,36.84,
Kerala,Capsicum,2017,11.98,30.86,28.16,
Kerala,Radish,2017,30.69,44.26,41.95,
Kerala,Beetroot,2017,25.4,43.8,35.66,
Kerala,Brinjal,2017,28.38,43.96,39.56,
Kerala,Ladyfinger,2017,17.73,33.19,30.67,
Kerala,Green Peas,2017,39.16,60.84,55.08,
Kerala,Cucumber,2017,12.51,16.94,14.13,
Kerala,Garlic,2017,23.33,36.87,24.68,
Kerala,Ginger,2017,14.54,22.65,19.15,
Kerala,Mushroom,2017,36.58,45.54,38.13,
Kerala,Chili,2017,35.34,42.65,37.19,
Kerala,Bitter Gourd,2017,12.1,12.31,12.26,
Kerala,Bottle Gourd,2017,36.07,65.25,63.21,
Kerala,Ash Gourd,2017,10.99,30.2,30.09,
Kerala,Drumstick,2017,18.09,21.91,18.32,
Kerala,Fenugreek Leaves,2017,34.08,51.62,37.08,
Kerala,Coriander,2017,16.43,43.9,40.44,
Kerala,Mint,2017,34.68,51.86,45.17,
Kerala,Spring Onion,2017,27.97,53.08,43.32,
Kerala,Turnip,2017,31.09,59.96,48.65,
Kerala,Sweet Corn,2017,27.51,55.83,45.67,
Kerala,Zucchini,2017,13.92,30.58,26.79,
Kerala,Celery,2017,33.22,38.25,34.96,
Kerala,Leeks,2017,17.1,45.07,38.23,
Kerala,Parsley,2017,38.83,48.3,40.87,
Kerala,Curry Leaves,2017,12.74,42.02,16.49,
Kerala,Red Cabbage,2017,18.0,44.06,41.34,
Kerala,Lettuce,2017,26.14,47.98,42.53,
Kerala,Kohlrabi,2017,37.43,63.15,42.65,
Kerala,Snake Gourd,2017,36.7,65.78,54.69,
Kerala,Ivy Gourd,2017,24.88,30.59,25.43,
Kerala,Cluster Beans,2017,34.48,57.08,44.6,
Kerala,French Beans,2017,19.87,41.02,35.46,
Kerala,Broad Beans,2017,36.74,56.14,55.96,
Kerala,Soybean,2017,30.3,51.55,49.94,
Kerala,Mustard Leaves,2017,38.36,48.96,46.53,
Kerala,Tapioca,2017,30.87,58.03,31.23,
Kerala,Jackfruit Seed,2017,39.08,60.78,54.19,
Kerala,Yam,2017,11.86,33.47,28.16,
Kerala,Colocasia,2017,32.25,56.37,45.96,
Kerala,Elephant Foot Yam,2017,28.39,38.54,29.43,
Kerala,Tomato,2018,32.24,44.75,36.18,
Kerala,Onion,2018,37.25,57.25,46.09,
Kerala,Potato,2018,33.05,61.86,40.97,
Kerala,Carrot,2018,20.54,20.73,20.57,
Kerala,Cabbage,2018,33.0,38.82,35.51,
Kerala,Cauliflower,2018,18.83,25.85,22.1,
Kerala,Spinach,2018,25.05,41.85,33.54,
Kerala,Broccoli,2018,36.51,36.82,36.76,
Kerala,Pumpkin,2018,31.06,47.13,45.97,
Kerala,Capsicum,2018,35.67,47.51,45.51,
Kerala,Radish,2018,26.98,32.05,30.43,
Kerala,Beetroot,2018,15.19,28.76,16.72,
Kerala,Brinjal,2018,24.53,33.85,33.28,
Kerala,Ladyfinger,2018,39.27,41.15,40.41,
Kerala,Green Peas,2018,39.41,53.69,42.34,
Kerala,Cucumber,2018,36.72,51.52,49.32,
Kerala,Garlic,2018,34.44,51.86,44.92,
Kerala,Ginger,2018,32.29,46.87,34.86,
Kerala,Mushroom,2018,13.26,19.69,14.12,
Kerala,Chili,2018,24.48,47.5,33.56,
Kerala,Bitter Gourd,2018,31.57,55.89,49.72,
Kerala,Bottle Gourd,2018,35.85,52.5,45.79,
Kerala,Ash Gourd,2018,26.18,29.63,28.4,
Kerala,Drumstick,2018,17.35,44.72,32.4,
Kerala,Fenugreek Leaves,2018,37.52,53.8,43.43,
Kerala,Coriander,2018,21.53,26.56,26.54,
Kerala,Mint,2018,32.72,61.85,43.38,
Kerala,Spring Onion,2018,35.83,41.65,36.27,
Kerala,Turnip,2018,31.68,60.66,33.46,
Kerala,Sweet Corn,2018,20.06,34.05,20.17,
Kerala,Zucchini,2018,16.53,23.33,18.7,
Kerala,Celery,2018,14.77,23.56,17.34,
Kerala,Leeks,2018,35.66,46.78,38.08,
Kerala,Parsley,2018,19.55,42.58,35.22,
Kerala,Curry Leaves,2018,15.12,31.56,31.37,
Kerala,Red Cabbage,2018,36.09,63.05,41.51,
Kerala,Lettuce,2018,30.55,46.51,36.05,
Kerala,Kohlrabi,2018,25.95,38.91,37.34,
Kerala,Snake Gourd,2018,31.3,55.42,39.31,
Kerala,Ivy Gourd,2018,39.41,53.5,53.13,
Kerala,Cluster Beans,2018,30.22,44.83,32.0,
Kerala,French Beans,2018,18.47,26.0,25.11,
Kerala,Broad Beans,2018,32.54,46.17,41.74,
Kerala,Soybean,2018,34.2,42.28,39.79,
Kerala,Mustard Leaves,2018,36.62,48.11,43.18,
Kerala,Tapioca,2018,28.53,33.5,33.45,
Kerala,Jackfruit Seed,2018,19.46,42.16,26.14,
Kerala,Yam,2018,21.69,37.97,36.5,
Kerala,Colocasia,2018,30.54,53.27,33.38,
Kerala,Elephant Foot Yam,2018,12.73,35.89,23.27,
Kerala,Tomato,2019,10.37,11.42,10.67,
Kerala,Onion,2019,27.24,42.32,38.83,
Kerala,Potato,2019,29.53,47.22,40.92,
Kerala,Carrot,2019,11.96,13.96,13.54,
Kerala,Cabbage,2019,23.83,50.29,38.09,
Kerala,Cauliflower,2019,32.43,58.85,34.84,
Kerala,Spinach,2019,29.06,37.43,35.3,
Kerala,Broccoli,2019,31.65,48.21,47.41,
Kerala,Pumpkin,2019,27.77,42.55,32.22,
Kerala,Capsicum,2019,33.71,34.34,34.28,
Kerala,Radish,2019,27.01,28.86,28.58,
Kerala,Beetroot,2019,13.61,21.51,19.23,
Kerala,Brinjal,2019,18.39,22.03,21.08,
Kerala,Ladyfinger,2019,15.81,38.61,29.28,
Kerala,Green Peas,2019,36.64,49.93,38.49,
Kerala,Cucumber,2019,27.95,53.0,50.84,
Kerala,Garlic,2019,37.86,48.26,46.03,
Kerala,Ginger,2019,23.92,50.68,26.37,
Kerala,Mushroom,2019,39.42,48.93,48.81,
Kerala,Chili,2019,26.29,48.19,36.16,
Kerala,Bitter Gourd,2019,22.21,50.73,48.42,
Kerala,Bottle Gourd,2019,33.81,54.75,38.06,
Kerala,Ash Gourd,2019,26.99,55.68,42.56,
Kerala,Drumstick,2019,10.87,22.3,16.15,
Kerala,Fenugreek Leaves,2019,22.05,36.65,34.96,
Kerala,Coriander,2019,32.94,54.03,47.56,
Kerala,Mint,2019,33.02,58.64,43.25,
Kerala,Spring Onion,2019,16.56,38.48,18.63,
Kerala,Turnip,2019,16.59,22.17,17.58,
Kerala,Sweet Corn,2019,39.71,65.4,62.55,
Kerala,Zucchini,2019,37.97,64.34,51.57,
Kerala,Celery,2019,24.58,41.89,35.85,
Kerala,Leeks,2019,28.25,43.36,34.69,
Kerala,Parsley,2019,21.89,38.55,28.08,
Kerala,Curry Leaves,2019,10.92,35.57,30.49,
Kerala,Red Cabbage,2019,13.38,34.63,21.41,
Kerala,Lettuce,2019,31.88,38.4,36.41,
Kerala,Kohlrabi,2019,14.78,31.52,29.13,
Kerala,Snake Gourd,2019,16.86,20.11,19.94,
Kerala,Ivy Gourd,2019,20.02,31.2,26.39,
Kerala,Cluster Beans,2019,30.38,40.41,39.61,
Kerala,French Beans,2019,37.99,44.46,40.96,
Kerala,Broad Beans,2019,21.71,46.61,33.79,
Kerala,Soybean,2019,13.08,24.71,14.76,
Kerala,Mustard Leaves,2019,24.77,37.16,29.01,
Kerala,Tapioca,2019,20.38,26.97,24.05,
Kerala,Jackfruit Seed,2019,14.65,18.47,17.38,
Kerala,Yam,2019,13.59,17.46,16.86,
Kerala,Colocasia,2019,13.98,38.67,14.69,
Kerala,Elephant Foot Yam,2019,35.83,58.51,50.88,
Kerala,Tomato,2020,14.38,29.46,20.75,
Kerala,Onion,2020,37.53,65.51,42.04,
Kerala,Potato,2020,37.77,65.16,61.08,
Kerala,Carrot,2020,11.63,23.78,17.28,
Kerala,Cabbage,2020,20.82,43.13,40.7,
Kerala,Cauliflower,2020,34.05,43.34,38.6,
Kerala,Spinach,2020,19.66,44.34,30.95,
Kerala,Broccoli,2020,20.42,41.58,37.58,
Kerala,Pumpkin,2020,34.09,47.8,39.63,
Kerala,Capsicum,2020,36.29,55.97,48.07,
Kerala,Radish,2020,39.03,39.87,39.55,
Kerala,Beetroot,2020,31.54,55.11,43.11,
Kerala,Brinjal,2020,36.97,40.89,39.38,
Kerala,Ladyfinger,2020,17.87,24.99,24.0,
Kerala,Green Peas,2020,37.69,45.29,38.87,
Kerala,Cucumber,2020,32.97,40.06,39.85,
Kerala,Garlic,2020,37.79,60.5,47.27,
Kerala,Ginger,2020,38.8,66.26,65.73,
Kerala,Mushroom,2020,32.08,38.15,36.53,
Kerala,Chili,2020,31.27,55.18,41.48,
Kerala,Bitter Gourd,2020,34.96,43.83,42.63,
Kerala,Bottle Gourd,2020,31.14,45.86,32.37,
Kerala,Ash Gourd,2020,21.02,31.21,26.39,
Kerala,Drumstick,2020,32.63,57.55,54.13,
Kerala,Fenugreek Leaves,2020,24.11,42.8,36.81,
Kerala,Coriander,2020,38.98,49.88,41.5,
Kerala,Mint,2020,16.98,27.36,17.19,
Kerala,Spring Onion,2020,15.9,30.05,21.08,
Kerala,Turnip,2020,39.78,64.04,44.31,
Kerala,Sweet Corn,2020,31.81,32.65,32.05,
Kerala,Zucchini,2020,36.19,50.58,37.09,
Kerala,Celery,2020,20.58,31.22,31.06,
Kerala,Leeks,2020,18.05,30.31,29.79,
Kerala,Parsley,2020,11.85,12.84,12.31,
Kerala,Curry Leaves,2020,34.56,38.58,36.68,
Kerala,Red Cabbage,2020,29.0,53.17,40.47,
Kerala,Lettuce,2020,35.25,59.16,39.2,
Kerala,Kohlrabi,2020,21.49,34.79,29.66,
Kerala,Snake Gourd,2020,29.41,52.77,39.77,
Kerala,Ivy Gourd,2020,25.24,50.08,40.56,
Kerala,Cluster Beans,2020,23.89,41.42,37.22,
Kerala,French Beans,2020,29.44,44.1,39.66,
Kerala,Broad Beans,2020,22.46,39.49,36.53,
Kerala,Soybean,2020,11.34,20.63,15.67,
Kerala,Mustard Leaves,2020,29.24,40.21,31.11,
Kerala,Tapioca,2020,37.62,57.8,41.99,
Kerala,Jackfruit Seed,2020,10.84,10.9,10.89,
Kerala,Yam,2020,21.85,22.0,21.99,
Kerala,Colocasia,2020,16.72,21.21,19.38,
Kerala,Elephant Foot Yam,2020,28.12,54.0,31.76,
Kerala,Tomato,2021,26.98,40.69,28.49,
Kerala,Onion,2021,34.92,52.63,49.71,
Kerala,Potato,2021,39.96,47.77,46.77,
Kerala,Carrot,2021,21.26,46.79,22.7,
Kerala,Cabbage,2021,21.78,32.62,22.05,
Kerala,Cauliflower,2021,34.76,60.56,57.43,
Kerala,Spinach,2021,28.25,52.21,42.74,
Kerala,Broccoli,2021,24.17,40.48,38.01,
Kerala,Pumpkin,2021,34.1,62.26,49.41,
Kerala,Capsicum,2021,38.08,62.01,56.25,
Kerala,Radish,2021,21.3,47.62,33.61,
Kerala,Beetroot,2021,37.34,54.66,43.4,
Kerala,Brinjal,2021,29.94,37.75,33.29,
Kerala,Ladyfinger,2021,21.38,49.24,39.92,
Kerala,Green Peas,2021,30.5,57.3,32.15,
Kerala,Cucumber,2021,27.28,36.4,32.43,
Kerala,Garlic,2021,34.42,64.34,54.47,
Kerala,Ginger,2021,33.52,47.11,36.13,
Kerala,Mushroom,2021,30.27,40.64,32.56,
Kerala,Chili,2021,23.97,50.77,47.68,
Kerala,Bitter Gourd,2021,22.49,48.84,47.66,
Kerala,Bottle Gourd,2021,37.67,57.97,53.43,
Kerala,Ash Gourd,2021,13.96,23.27,22.37,
Kerala,Drumstick,2021,31.5,35.13,34.64,
Kerala,Fenugreek Leaves,2021,18.51,19.06,18.52,
Kerala,Coriander,2021,21.24,26.69,23.05,
Kerala,Mint,2021,33.74,43.15,41.79,
Kerala,Spring Onion,2021,15.84,25.18,16.02,
Kerala,Turnip,2021,26.08,36.36,30.79,
Kerala,Sweet Corn,2021,24.52,41.37,36.77,
Kerala,Zucchini,2021,26.22,28.58,26.59,
Kerala,Celery,2021,33.64,54.42,46.7,
Kerala,Leeks,2021,11.71,26.49,14.55,
Kerala,Parsley,2021,17.82,21.12,19.57,
Kerala,Curry Leaves,2021,25.65,45.81,39.76,
Kerala,Red Cabbage,2021,31.34,38.96,38.49,
Kerala,Lettuce,2021,25.34,44.32,34.54,
Kerala,Kohlrabi,2021,16.79,30.24,17.84,
Kerala,Snake Gourd,2021,25.48,52.48,35.65,
Kerala,Ivy Gourd,2021,26.1,43.24,33.7,
Kerala,Cluster Beans,2021,18.82,48.17,33.85,
Kerala,French Beans,2021,28.57,41.99,36.13,
Kerala,Broad Beans,2021,12.13,21.16,16.48,
Kerala,Soybean,2021,23.43,49.82,43.73,
Kerala,Mustard Leaves,2021,24.55,45.99,25.71,
Kerala,Tapioca,2021,16.58,34.89,19.86,
Kerala,Jackfruit Seed,2021,25.16,38.58,29.27,
Kerala,Yam,2021,36.52,50.87,45.0,
Kerala,Colocasia,2021,10.25,24.57,23.26,
Kerala,Elephant Foot Yam,2021,27.43,41.13,32.01,
Kerala,Tomato,2022,24.88,28.22,26.39,
Kerala,Onion,2022,10.02,19.28,13.28,
Kerala,Potato,2022,23.85,41.0,24.32,
Kerala,Carrot,2022,27.21,35.75,27.77,
Kerala,Cabbage,2022,28.69,32.3,31.03,
Kerala,Cauliflower,2022,33.51,61.42,56.72,
Kerala,Spinach,2022,31.09,50.28,33.91,
Kerala,Broccoli,2022,17.03,28.72,23.09,
Kerala,Pumpkin,2022,30.33,49.96,42.58,
Kerala,Capsicum,2022,39.44,63.01,49.13,
Kerala,Radish,2022,26.7,51.65,29.23,
Kerala,Beetroot,2022,37.05,52.2,38.72,
Kerala,Brinjal,2022,24.79,25.86,24.87,
Kerala,Ladyfinger,2022,19.54,26.54,22.38,
Kerala,Green Peas,2022,37.37,40.04,37.4,
Kerala,Cucumber,2022,19.32,49.16,37.88,
Kerala,Garlic,2022,16.86,19.53,18.75,
Kerala,Ginger,2022,24.23,33.26,25.05,
Kerala,Mushroom,2022,24.9,53.69,53.24,
Kerala,Chili,2022,27.28,49.27,40.25,
Kerala,Bitter Gourd,2022,27.2,36.73,29.53,
Kerala,Bottle Gourd,2022,17.96,46.85,35.83,
Kerala,Ash Gourd,2022,32.2,58.99,48.51,
Kerala,Drumstick,2022,27.86,56.09,33.45,
Kerala,Fenugreek Leaves,2022,25.08,43.0,30.61,
Kerala,Coriander,2022,16.75,24.6,18.68,
Kerala,Mint,2022,22.07,24.1,24.04,
Kerala,Spring Onion,2022,20.93,30.62,22.83,
Kerala,Turnip,2022,24.42,34.31,27.31,
Kerala,Sweet Corn,2022,24.35,53.35,31.95,
Kerala,Zucchini,2022,17.51,32.74,23.68,
Kerala,Celery,2022,15.51,42.8,21.32,
Kerala,Leeks,2022,27.14,33.22,30.19,
Kerala,Parsley,2022,32.31,37.86,37.55,
Kerala,Curry Leaves,2022,25.21,30.69,29.8,
Kerala,Red Cabbage,2022,14.43,41.49,39.35,
Kerala,Lettuce,2022,21.68,51.01,47.68,
Kerala,Kohlrabi,2022,39.03,62.42,47.45,
Kerala,Snake Gourd,2022,15.95,25.69,16.0,
Kerala,Ivy Gourd,2022,30.98,47.43,36.74,
Kerala,Cluster Beans,2022,37.3,37.68,37.53,
Kerala,French Beans,2022,38.17,47.76,46.96,
Kerala,Broad Beans,2022,29.75,49.39,39.73,
Kerala,Soybean,2022,25.03,26.26,25.75,
Kerala,Mustard Leaves,2022,38.45,48.04,46.67,
Kerala,Tapioca,2022,20.32,36.54,26.42,
Kerala,Jackfruit Seed,2022,17.81,40.73,40.38,
Kerala,Yam,2022,15.04,18.45,17.84,
Kerala,Colocasia,2022,34.25,46.82,44.4,
Kerala,Elephant Foot Yam,2022,37.51,53.69,53.45,
Kerala,Tomato,2023,37.14,54.59,44.27,
Kerala,Onion,2023,15.65,44.82,41.6,
Kerala,Potato,2023,21.16,34.16,28.38,
Kerala,Carrot,2023,27.65,46.4,43.38,
Kerala,Cabbage,2023,14.5,18.69,18.01,
Kerala,Cauliflower,2023,15.66,41.76,29.01,
Kerala,Spinach,2023,36.75,55.09,51.92,
Kerala,Broccoli,2023,37.87,40.12,38.78,
